departamentocodigo,departamentonombre,municipiocodigo,municipionombre,agente,bandera,direccion,producto,precio,estado,fecharegistro
76,valle del cauca,76364,JAMUNDI,ESTACION DE SERVICIO CENTRO DE SERVICIOS LAS MERCEDES SAS,PETROMIL,Lote de terreno 1A supermanzana 1 sector 3 Alfaguara,GASOLINA CORRIENTE OXIGENADA,8990,1,2018-05-02T00:00:00.000
76,valle del cauca,76001,SANTIAGO DE CALI,ESTACION DE SERVICIO AUTOMOTRIZ COMBUSCOL SAN FERNANDO,TEXACO,Calle 5 Nro. 25 - 20,GASOLINA EXTRA OXIGENADA,11990,1,2018-05-02T00:00:00.000
5,antioquia,5154,CAUCASIA,ESTACION FLUVIAL EL PARAISO,TERPEL,CARRERA 1 CALLE 22 Y 23 No. 22-28,GASOLINA CORRIENTE OXIGENADA,9130,1,2018-05-02T00:00:00.000
76,valle del cauca,76126,CALIMA (DARIEN),ESTACION DE SERVICIO CENTRO DE SERVICIOS LA FONTANA SAS,PETROMIL,CARRERA 7 CALLE 17 ESQUINA,GASOLINA EXTRA OXIGENADA,11520,1,2018-05-02T00:00:00.000
5,antioquia,5001,MEDELLIN,ESTACION DE SERVICIO COLIBRI SAS,MOBIL,CALLE 36 No. 53-67,BIODIESEL EXTRA,8570,1,2018-05-02T00:00:00.000
76,valle del cauca,76001,SANTIAGO DE CALI,EDS TERPEL MARBELLA,TERPEL,CALLE 13 No. 81-08,BIODIESEL EXTRA,8410,1,2018-05-02T00:00:00.000
5,antioquia,5001,MEDELLIN,ESTACION DE SERVICIO AUTOMOTRIZ LA MILAGROSA,TEXACO,CARRERA 30 No. 40A-84,GASOLINA CORRIENTE OXIGENADA,9071,1,2018-05-02T00:00:00.000
76,valle del cauca,76001,SANTIAGO DE CALI,EDS EL SAMAN,MOBIL,TRANSVERSAL 25 No. 25-10,BIODIESEL EXTRA,8343,1,2018-05-02T00:00:00.000
76,valle del cauca,76001,SANTIAGO DE CALI,ESTACION DE SERVICIO TERPEL LA CASONA,TERPEL,CARRERA 27 No. T 103-38,BIODIESEL EXTRA,8550,1,2018-05-02T00:00:00.000
76,valle del cauca,76147,CARTAGO,ESTACION DE SERVICIO LA SUPER 13,MOBIL,CARRERA 2 No. 33-23,GASOLINA EXTRA OXIGENADA,11550,1,2018-05-02T00:00:00.000
76,valle del cauca,76001,SANTIAGO DE CALI,ESTACION DE SERVICIO BUENO MADRID,TERPEL,CALLE 34 No. 3N-158,GASOLINA CORRIENTE OXIGENADA,8890,1,2018-05-02T00:00:00.000
5,antioquia,5360,ITAGUI,ESTACION DE SERVICIO AUTOMOTRIZ COMBUSCOL ITAGUI,TEXACO,CARRERA 52D No. 74-79,GASOLINA EXTRA OXIGENADA,11920,1,2018-05-02T00:00:00.000
5,antioquia,5380,LA ESTRELLA,ESTACION DE SERVICIO TERPEL LA ISLA,TERPEL,CARRERA 50 No. 96 SUR - 48,BIODIESEL EXTRA,8150,1,2018-05-02T00:00:00.000
76,valle del cauca,76147,CARTAGO,SERVICENTRO ESSO EL MARISCAL,MOBIL,CALLE 1 No. 1E-175,GASOLINA CORRIENTE OXIGENADA,8195,1,2018-05-02T00:00:00.000
5,antioquia,5313,GRANADA,ESTACION DE SERVICIOS ZEUSS GRANADA,ZEUSS,CALLE 16 No. 24-44,BIODIESEL EXTRA,8740,1,2018-05-02T00:00:00.000
76,valle del cauca,76020,ALCALA,ESTACION DE SERVICIO EL SAMAN DE ALCALA,BIOMAX,CALLE 5 CARRERA 15 ESQUINA,GASOLINA CORRIENTE OXIGENADA,9169,1,2018-05-02T00:00:00.000
5,antioquia,5591,PUERTO TRIUNFO,ESTACION DE SERVICIO PUERTO TRIUNFO,TERPEL,VEREDA SANTIAGO BERRIO,GASOLINA EXTRA OXIGENADA,12049,1,2018-05-02T00:00:00.000
5,antioquia,5001,MEDELLIN,ESTACION DE SERVICIO RIO CON AUTOPISTA SUR SENTIDO SUR,TEXACO,CARRERA 50 No. 23-233,GASOLINA CORRIENTE OXIGENADA,8600,1,2018-05-02T00:00:00.000
76,valle del cauca,76001,SANTIAGO DE CALI,ESSO EL TRIANGULO,MOBIL,CALLE 9 No. 17-65,GASOLINA EXTRA OXIGENADA,11500,1,2018-05-02T00:00:00.000
76,valle del cauca,76248,EL CERRITO,ESTACION DE SERVICIOS CODI MOBIL LA VINA,MOBIL,"Carrera 14 Carretera Panamericana de el Cerrito, Valle del Cauca",GASOLINA CORRIENTE OXIGENADA,9070,1,2018-05-02T00:00:00.000
76,valle del cauca,76497,OBANDO,ESTACION DE SERVICIO OBANDO,TERPEL,Carrera 5 No. 1-82,GASOLINA EXTRA OXIGENADA,11820,1,2018-05-02T00:00:00.000
5,antioquia,5148,EL CARMEN DE VIBORAL,ESTACION DE SERVICIOS QUIRAMA,TERPEL,VIA LA CEJA - RIONEGRO KILOMETRO 11,BIODIESEL EXTRA,8600,1,2018-05-02T00:00:00.000
5,antioquia,5001,MEDELLIN,EDS EL VOLADOR,TERPEL,CALLE 71 No. 66-82,BIODIESEL EXTRA,8450,1,2018-05-02T00:00:00.000
5,antioquia,5615,CANON DE RIO CLARO,ESTACION DE SERVICIO COMBUSTIBLES GALAXIA,MOBIL,Carrera 48 No.52-02,BIODIESEL EXTRA,8540,1,2018-05-02T00:00:00.000
5,antioquia,5045,APARTADO,ESTACION DE SERVICIO AUTOMOTRIZ LAS CHINITAS,TERPEL,CARRERA 100 KILOMETRO 1 SALIDA A TURBO,GASOLINA EXTRA OXIGENADA,11950,1,2018-05-02T00:00:00.000
5,antioquia,5837,TURBO,ESTACION DE SERVICIO AUTOMOTRIZ PALMA DE MAYORCA,PETROMIL,KILOMETRO 2 VIA TURBO - NECOCLI,GASOLINA EXTRA OXIGENADA,11500,1,2018-05-02T00:00:00.000
76,valle del cauca,76001,SANTIAGO DE CALI,ESTESTACION DE SERVICIO AUTOMOTRIZ COMBUSCOL PLAZA DE TOROS,TEXACO,cll 5 n° 55-00,GASOLINA EXTRA OXIGENADA,11990,1,2018-05-02T00:00:00.000
76,valle del cauca,76520,PALMIRA,EDS BARRIO NUEVO,TERPEL,CARRERA 32 No. 23-05,BIODIESEL EXTRA,8456,1,2018-05-02T00:00:00.000
5,antioquia,5697,SANTUARIO,ESTACION DE SERVICIO EL SANTUARIO,ZEUSS,Vereda La Floresta Km 1 más 800 Autopista Medellín - Bogotá,BIODIESEL EXTRA,8330,1,2018-05-02T00:00:00.000
5,antioquia,5190,CISNEROS,BOMBA DE GASOLINA LA YE,TERPEL,CALLE 18 No.. 15-05 Y CARRERA 14A No. 17-25 BARRIO LA YE,BIODIESEL EXTRA,8600,1,2018-05-02T00:00:00.000
5,antioquia,5001,MEDELLIN,ESTACION DE SERVICIO TERPEL VILLANUEVA,TERPEL,CARRERA 56 No. 55-29,BIODIESEL EXTRA,8290,1,2018-05-02T00:00:00.000
5,antioquia,5615,CANON DE RIO CLARO,ESTACION DE SERVICIO TERPEL TRANVIA,TERPEL,CARRERA 39A No. 62-30,GASOLINA EXTRA OXIGENADA,11070,1,2018-05-02T00:00:00.000
5,antioquia,5001,MEDELLIN,SERVICENTRO LAS BRISAS,TERPEL,CARRERA 65 No. 101 - 67,BIODIESEL EXTRA,8450,1,2018-05-02T00:00:00.000
76,valle del cauca,76122,CAICEDONIA,LAS AMERICAS,TERPEL,CARRERA 14 No. 18-12,GASOLINA CORRIENTE OXIGENADA,9240,1,2018-05-02T00:00:00.000
76,valle del cauca,76109,BUENAVENTURA,ESTACION DE SERVICIO DISTRACOM MANGLARES,MOBIL,CALLE 7 No. 56C-39,GASOLINA CORRIENTE OXIGENADA,8960,1,2018-05-02T00:00:00.000
5,antioquia,5400,LA UNION,ESTACION DE SERVICIO LOS GERANIOS,TERPEL,Carrera 11A Numero 15-35,GASOLINA CORRIENTE OXIGENADA,9070,1,2018-05-02T00:00:00.000
76,valle del cauca,76520,PALMIRA,EDS PORTAL DE VERSALLES,TERPEL,CARRERA 28 CALLE 45 Y 46,GASOLINA CORRIENTE OXIGENADA,8900,1,2018-05-02T00:00:00.000
5,antioquia,5360,ITAGUI,ESTACION DE SERVICIO DEL SUR MEDELLIN,MOBIL,CARRERA 42 No.. 29A-25,BIODIESEL EXTRA,8540,1,2018-05-02T00:00:00.000
5,antioquia,5088,BELLO,ESTACION DE SERVICIO BAHIA CON CALLE 46,TERPEL,CALLE 46 No. 45-56,GASOLINA CORRIENTE OXIGENADA,8550,1,2018-05-02T00:00:00.000
5,antioquia,5318,GUARNE,ESTACION DE SERVICIO TEXACO VIRGEN DE LA SIERRA,TEXACO,AUTOPISTA MEDELLIN BOGOTA KILOMETRO 16 MAS 800,GASOLINA CORRIENTE OXIGENADA,8790,1,2018-05-02T00:00:00.000
76,valle del cauca,76147,CARTAGO,SERVICIO GRAJALES,MOBIL,Calle 10 No. 9-04,GASOLINA EXTRA OXIGENADA,11780,1,2018-05-02T00:00:00.000
5,antioquia,5264,ENTRERRIOS,EDS SAN FRANCISCO,ZEUSS,KILOMETRO 1 VIA ENTRERRIOS - SANTA ROSA,BIODIESEL EXTRA,8531,1,2018-05-02T00:00:00.000
5,antioquia,5001,MEDELLIN,ESTACION DE SERVICIO TERPEL MAYORAL,TERPEL,CARRERA 81 No. 30 A 37,GASOLINA EXTRA OXIGENADA,11760,1,2018-05-02T00:00:00.000
5,antioquia,5001,MEDELLIN,SERVICENTRO LAS BRISAS,TERPEL,CARRERA 65 No. 101 - 67,GASOLINA CORRIENTE OXIGENADA,8790,1,2018-05-02T00:00:00.000
76,valle del cauca,76147,CARTAGO,ESTACION DE SERVICIO LA GUACA MARISCAL,PETROMIL,Calle 16 C Carrera 9 Esquina,GASOLINA CORRIENTE OXIGENADA,9120,1,2018-05-02T00:00:00.000
5,antioquia,5604,REMEDIOS,ESTACION DE SERVICIO EL LAGO,ZEUSS,Salida a Berrio,GASOLINA CORRIENTE OXIGENADA,8706,1,2018-05-02T00:00:00.000
76,valle del cauca,76001,SANTIAGO DE CALI,ESTACION DE SERVICIO MARIA LUISA,TEXACO,CARRERA 15 No. 29-30,BIODIESEL EXTRA,8390,1,2018-05-02T00:00:00.000
76,valle del cauca,76001,SANTIAGO DE CALI,ESTACION DE SERVICIO HORIZONTE SAS,TERPEL,AVENIDA 3N No. 59-46,GASOLINA EXTRA OXIGENADA,10995,1,2018-05-02T00:00:00.000
5,antioquia,5045,APARTADO,ESTACION DE SERVICIO RIO GRANDE,TERPEL,KILOMETRO 7 VIA TURBO VEREDA EL OSITO,GASOLINA CORRIENTE OXIGENADA,9050,1,2018-05-02T00:00:00.000
76,valle del cauca,76147,CARTAGO,ESTACION DE SERVICIO POPULAR SA,MOBIL,Carrera 9 No. 9-23,GASOLINA EXTRA OXIGENADA,11790,1,2018-05-02T00:00:00.000
76,valle del cauca,76001,SANTIAGO DE CALI,ESTACION DE SERVICIO ESSO FARALLONES,MOBIL,CARRERA 15 No. 11 - 15,GASOLINA CORRIENTE OXIGENADA,8990,1,2018-05-02T00:00:00.000
5,antioquia,5001,MEDELLIN,LUBRITODO EL SITIO CORRECTO SAS,MOBIL,CALLE 44 No. 64-52,GASOLINA CORRIENTE OXIGENADA,9070,1,2018-05-02T00:00:00.000
76,valle del cauca,76892,YUMBO,ESTACION DE SERVICIO SERVICENTRO MENGA SA,MOBIL,Calle 10 No.38-110,BIODIESEL EXTRA,8310,1,2018-05-02T00:00:00.000
76,valle del cauca,76275,FLORIDA,ESTACION DE SERVICIO BRISAS DEL VALLE,BIOMAX,CALLE 9 No. 30-263 BARRIO EL CEDRO,BIODIESEL EXTRA,8510,1,2018-05-02T00:00:00.000
76,valle del cauca,76109,BUENAVENTURA,ESTACION DE SERVICIO REINA SOFIA,TERPEL,CALLE 6 BARRIO BELLAVISTA AUTOPISTA,BIODIESEL EXTRA,8325,1,2018-05-02T00:00:00.000
76,valle del cauca,76001,SANTIAGO DE CALI,LA CORAZA NO1,MOBIL,Carrera 46 No.53-20,BIODIESEL EXTRA,8500,1,2018-05-02T00:00:00.000
76,valle del cauca,76890,YOTOCO,ESTACION DE SERVICIO SANTA LAURA,TERPEL,Corregimiento de Puente Tierra Lote Centro Poblado,GASOLINA CORRIENTE OXIGENADA,8920,1,2018-05-02T00:00:00.000
76,valle del cauca,76001,SANTIAGO DE CALI,ESTACION DE SERVICIO MOVIL AV SEXTA CALI,MOBIL,AVENIDA 6 NORTE NO. 24 AN-25,GASOLINA CORRIENTE OXIGENADA,8565,1,2018-05-02T00:00:00.000
5,antioquia,5001,MEDELLIN,ESTACION DE SERVICIO AUTOMOTRIZ LA MILAGROSA,TEXACO,CARRERA 30 No. 40A-84,BIODIESEL EXTRA,8620,1,2018-05-02T00:00:00.000
5,antioquia,5670,SAN ROQUE,ESTACION DE SERVICIO GASOLINERA LAS VEGAS,ZEUSS,CALLE 22 No. 18-22,GASOLINA CORRIENTE OXIGENADA,9280,1,2018-05-02T00:00:00.000
76,valle del cauca,76001,SANTIAGO DE CALI,ESTACION DE SERVICIO ESSO FARALLONES,MOBIL,CARRERA 15 No. 11 - 15,BIODIESEL EXTRA,8440,1,2018-05-02T00:00:00.000
5,antioquia,5001,MEDELLIN,SERVICENTRO ESSO PALMAS,ZEUSS,Carrera 38 No 19 - 16,GASOLINA EXTRA OXIGENADA,11930,1,2018-05-02T00:00:00.000
76,valle del cauca,76248,EL CERRITO,ESTACION DE SERVICIOS CODI MOBIL LA VINA,MOBIL,"Carrera 14 Carretera Panamericana de el Cerrito, Valle del Cauca",GASOLINA EXTRA OXIGENADA,11840,1,2018-05-02T00:00:00.000
5,antioquia,5761,SOPETRAN,SERVICENTRO TERPEL,TERPEL,CALLE 9 No. 13A - 14,GASOLINA EXTRA OXIGENADA,11800,1,2018-05-02T00:00:00.000
76,valle del cauca,76306,GINEBRA,ESTACION DE SERVICIOS ALTO PRIMAVERA,BIOMAX,CALLE 5 No. 4-10 CORREGIMENTO COSTA RICA,GASOLINA CORRIENTE OXIGENADA,9004,1,2018-05-02T00:00:00.000
5,antioquia,5360,ITAGUI,ESTACION DE SERVICIO EL VENADO ITAGUI,ZEUSS,CARRERA 43 No. 50-69,BIODIESEL EXTRA,8340,1,2018-05-02T00:00:00.000
76,valle del cauca,76248,EL CERRITO,ESTACION DE SERVICIOS CODI MOBIL LA VINA,MOBIL,"Carrera 14 Carretera Panamericana de el Cerrito, Valle del Cauca",BIODIESEL EXTRA,8400,1,2018-05-02T00:00:00.000
76,valle del cauca,76109,BUENAVENTURA,ESTACION DE SERVICIO SERVICENTRO DEL 14 LTDA,MOBIL,CALLE 6A No. 39-11,GASOLINA EXTRA OXIGENADA,11677,1,2018-05-02T00:00:00.000
5,antioquia,5001,MEDELLIN,ESTACION DE SERVICIO CARIBE MEDELLIN,MOBIL,CARRERA 64 C NO 72 226,BIODIESEL EXTRA,8470,1,2018-05-02T00:00:00.000
5,antioquia,5318,GUARNE,ESTACION DE SERVICIOS SANTA LUCIA,TERPEL,Carrera 53 No. 38-484,GASOLINA EXTRA OXIGENADA,11890,1,2018-05-02T00:00:00.000
76,valle del cauca,76892,YUMBO,ESTACION DE SERVICIO TERMINAL LOGISTICO,MOBIL,LOTE 1 KILOMETRO 6 VIA CALI - YUMBO,GASOLINA EXTRA OXIGENADA,9080,1,2018-05-02T00:00:00.000
76,valle del cauca,76520,PALMIRA,EDS PORTAL DE VERSALLES,TERPEL,CARRERA 28 CALLE 45 Y 46,BIODIESEL EXTRA,8390,1,2018-05-02T00:00:00.000
76,valle del cauca,76001,SANTIAGO DE CALI,ESTACION DE SERVICIO AUTOMOTRIZ GUADUALES,TERPEL,CALLE 70 Nº 4N - 10,GASOLINA EXTRA OXIGENADA,11060,1,2018-05-02T00:00:00.000
5,antioquia,5001,MEDELLIN,SERVICENTRO EL PORVENIR,TERPEL,CARRERA 52 No. 29-49,GASOLINA CORRIENTE OXIGENADA,8790,1,2018-05-02T00:00:00.000
5,antioquia,5266,ENVIGADO,ZEUSS OTRA PARTE,ZEUSS,TRANSVERSAL 27A SUR No. 42B-80,GASOLINA CORRIENTE OXIGENADA,8940,1,2018-05-02T00:00:00.000
5,antioquia,5001,MEDELLIN,EDS ESSO SANTA MARTA,MOBIL,Calle 45A No 60 - 13,GASOLINA EXTRA OXIGENADA,11560,1,2018-05-02T00:00:00.000
76,valle del cauca,76041,ANSERMANUEVO,SERVIVALLE AYG,BIOMAX,Carrera 4 No. 02-15,BIODIESEL EXTRA,8235,1,2018-05-02T00:00:00.000
5,antioquia,5615,CANON DE RIO CLARO,ESTACION DE SERVICIO BARRO BLANCO INVERSIONES DE ORIENTE,ZEUSS,Kilometro 4 Vereda Barro Blanco Vía Aeropuerto José María Córdoba,BIODIESEL EXTRA,8477,1,2018-05-02T00:00:00.000
76,valle del cauca,76892,YUMBO,ESTACION DE SERVICIO TERPEL SALENTO,TERPEL,KILOMETRO 5.6 VIA YUMBO - VIJES,GASOLINA CORRIENTE OXIGENADA,8690,1,2018-05-02T00:00:00.000
76,valle del cauca,76318,GUACARI,ESTACION DE SERVICIO EL RIO,TERPEL,Carrera 7 No. 9-13,GASOLINA CORRIENTE OXIGENADA,9245,1,2018-05-02T00:00:00.000
76,valle del cauca,76834,TULUA,ESSO SERVICENTRO STAMBUL,MOBIL,Carrera 40 Calle 13 Esquina,GASOLINA CORRIENTE OXIGENADA,9024,1,2018-05-02T00:00:00.000
76,valle del cauca,76109,BUENAVENTURA,ESTACION DE SERVICIO BAHIA LTDA,TEXACO,CALLE 6 NO 5 B  -70,BIODIESEL EXTRA,9500,1,2018-05-02T00:00:00.000
5,antioquia,5148,EL CARMEN DE VIBORAL,ESTACION DE SERVICIO ÉXITO EL CARMEN,ESSO,VIA LA CEJA RIONEGRO KILOMETRO 7 MAS 100 VEREDA AGUAS CLARAS,GASOLINA CORRIENTE OXIGENADA,8930,1,2018-05-02T00:00:00.000
76,valle del cauca,76001,SANTIAGO DE CALI,ESTACION DE SERVICIO LAS PILAS,TEXACO,CALLE 13 No. 53-44,GASOLINA EXTRA OXIGENADA,11890,1,2018-05-02T00:00:00.000
5,antioquia,5001,MEDELLIN,ESTACION DE SERVICIO DISTRACOM PARQUE NORTE,MOBIL,CARRERA 52 No. 81-30,GASOLINA EXTRA OXIGENADA,11680,1,2018-05-02T00:00:00.000
76,valle del cauca,76001,SANTIAGO DE CALI,SERVICENTRO RIO PANCE SAS,MOBIL,CALLE 25 No. 127-100,BIODIESEL EXTRA,8570,1,2018-05-02T00:00:00.000
5,antioquia,5148,EL CARMEN DE VIBORAL,ESTACION DE SERVICIOS TERPEL EL CARMEN,TERPEL,CARRERA 31 CL 41-25,BIODIESEL EXTRA,8350,1,2018-05-02T00:00:00.000
76,valle del cauca,76147,CARTAGO,SERVICIO GRAJALES,MOBIL,Calle 10 No. 9-04,BIODIESEL EXTRA,8580,1,2018-05-02T00:00:00.000
5,antioquia,5001,MEDELLIN,ESTACION DE SERVICIO COLIBRI SAS,MOBIL,CALLE 36 No. 53-67,GASOLINA EXTRA OXIGENADA,11810,1,2018-05-02T00:00:00.000
5,antioquia,5266,ENVIGADO,ZEUSS OTRA PARTE,ZEUSS,TRANSVERSAL 27A SUR No. 42B-80,GASOLINA EXTRA OXIGENADA,11830,1,2018-05-02T00:00:00.000
5,antioquia,5789,TAMESIS,ESTACION CENTRAL DE SERVICIOS TERPEL TAMESIS,TERPEL,Diagonal 7 No. 15-77,BIODIESEL EXTRA,8670,1,2018-05-02T00:00:00.000
5,antioquia,5001,MEDELLIN,EDS EL VOLADOR,TERPEL,CALLE 71 No. 66-82,GASOLINA EXTRA OXIGENADA,11800,1,2018-05-02T00:00:00.000
5,antioquia,5212,COPACABANA,ESTACION MOBIL TOLU,MOBIL,CALLE 59 No. 23A-195 AUTOPISTA NORTE,BIODIESEL EXTRA,8398,1,2018-05-02T00:00:00.000
76,valle del cauca,76001,SANTIAGO DE CALI,ESTACION DE SERVICIO TERPEL CARRERA 8A,TERPEL,CALLE 33 No. 7-14,BIODIESEL EXTRA,8200,1,2018-05-02T00:00:00.000
5,antioquia,5686,SANTA ROSA DE OSOS,ESTACION DEL RIO,ZEUSS,AVENIDA 38 No. 27-449,GASOLINA CORRIENTE OXIGENADA,9126,1,2018-05-02T00:00:00.000
76,valle del cauca,76001,SANTIAGO DE CALI,ESTACION DE SERVICIO AUTOMOTRIZ GUADUALES,TERPEL,CALLE 70 Nº 4N - 10,BIODIESEL EXTRA,8150,1,2018-05-02T00:00:00.000
76,valle del cauca,76306,GINEBRA,ESTACION DE SERVICIOS ALTO PRIMAVERA,BIOMAX,CALLE 5 No. 4-10 CORREGIMENTO COSTA RICA,BIODIESEL EXTRA,8420,1,2018-05-02T00:00:00.000
5,antioquia,5001,MEDELLIN,SERVICENTRO ESSO PALMAS,ZEUSS,Carrera 38 No 19 - 16,BIODIESEL EXTRA,8810,1,2018-05-02T00:00:00.000
76,valle del cauca,76111,GUADALAJARA DE BUGA,ESTACION DE SERVICIO PALOBLANCO TERPEL,TERPEL,"Carrera 24 No 12 - 25 Guadalajara De Buga, Valle Del Cauca",BIODIESEL EXTRA,8030,1,2018-05-02T00:00:00.000
76,valle del cauca,76892,YUMBO,GOMEZ Y CIA INVERSIONES EDS LAS AMERICAS,PETROBRAS,CALLE 10 No. 19-72,GASOLINA CORRIENTE OXIGENADA,8869,1,2018-05-02T00:00:00.000
5,antioquia,5819,TOLEDO,ESTACION DE SERVICIO LOS TAHAMIES,ZEUSS,VEREDA LA MATANZA,GASOLINA CORRIENTE OXIGENADA,9240,1,2018-05-02T00:00:00.000
76,valle del cauca,76109,BUENAVENTURA,ESTACION DE SERVICIO DISTRACOM EL PINAL,MOBIL,AVENIDA SIMON BOLIVAR CALLE 6 No. 22D-45,GASOLINA CORRIENTE OXIGENADA,8908,1,2018-05-02T00:00:00.000
76,valle del cauca,76001,SANTIAGO DE CALI,EDS PALERMO CENTRO,PETROBRAS,CARRERA 8 NO. 20-91,BIODIESEL EXTRA,8190,1,2018-05-02T00:00:00.000
5,antioquia,5380,LA ESTRELLA,ESTACION DE SERVICIO SIDERENSE,TERPEL,CALLE 76 SUR No. 60-51,BIODIESEL EXTRA,8326,1,2018-05-02T00:00:00.000
76,valle del cauca,76111,GUADALAJARA DE BUGA,EDS AURES,ESSO,CARRERA 24A No. 1 DN-11,GASOLINA CORRIENTE OXIGENADA,8715,1,2018-05-02T00:00:00.000
76,valle del cauca,76892,YUMBO,ESTACION DE SERVICIO ARROYOHONDO,TEXACO,CALLE 10 No. 22 A - 296,BIODIESEL EXTRA,8270,1,2018-05-02T00:00:00.000
5,antioquia,5190,CISNEROS,BOMBA DE GASOLINA LA YE,TERPEL,CALLE 18 No.. 15-05 Y CARRERA 14A No. 17-25 BARRIO LA YE,GASOLINA CORRIENTE OXIGENADA,9230,1,2018-05-02T00:00:00.000
5,antioquia,5001,MEDELLIN,ESTACION DE SERVICIO INVERSIONES GR SAS,ZEUSS,Carrera 28 No. 59 -7,GASOLINA CORRIENTE OXIGENADA,9058,1,2018-05-02T00:00:00.000
5,antioquia,5001,MEDELLIN,LUBRITODO EL SITIO CORRECTO SAS,MOBIL,CALLE 44 No. 64-52,GASOLINA EXTRA OXIGENADA,11950,1,2018-05-02T00:00:00.000
76,valle del cauca,76001,SANTIAGO DE CALI,ESTACION DE SERVICIOS LAS CEIBAS CALI SAS,PETROMIL,Calle 70 No. 11-124,BIODIESEL EXTRA,8390,1,2018-05-02T00:00:00.000
76,valle del cauca,76001,SANTIAGO DE CALI,ESTACION DE SERVICIOS LOS CERROS,MOBIL,CALLE 1 No. 69-43,BIODIESEL EXTRA,8553,1,2018-05-02T00:00:00.000
76,valle del cauca,76275,FLORIDA,ESTACION  DE SERVICIO SARAH,PETROMIL,CARRERA 16B No. 1 A - 45,GASOLINA CORRIENTE OXIGENADA,8890,1,2018-05-02T00:00:00.000
5,antioquia,5142,CARACOLI,ESTACIÓN DE SERVICIO EL MIRADOR DE CARACOLI,ZEUSS,CI PASO A NIVEL 111,BIODIESEL EXTRA,8792,1,2018-05-02T00:00:00.000
76,valle del cauca,76001,SANTIAGO DE CALI,ESTACION DE SERVICIO AUTOMOTRIZ TERPEL LA 26,TERPEL,CARRERA 11B # 26 - 09,GASOLINA EXTRA OXIGENADA,11300,1,2018-05-02T00:00:00.000
76,valle del cauca,76109,BUENAVENTURA,ESTACION DE SERVICIO REINA SOFIA,TERPEL,CALLE 6 BARRIO BELLAVISTA AUTOPISTA,GASOLINA EXTRA OXIGENADA,11740,1,2018-05-02T00:00:00.000
5,antioquia,5212,COPACABANA,ESTACION DE SERVICIO FUNDADORES EL RANCHO DE LUIS S.A.S,ZEUSS,CALLE 50 NO. 28-50,GASOLINA CORRIENTE OXIGENADA,8865,1,2018-05-02T00:00:00.000
5,antioquia,5001,MEDELLIN,ESTRELLA DEL SUR,TEXACO,CALLE 8 B No. 65-301,GASOLINA EXTRA OXIGENADA,11570,1,2018-05-02T00:00:00.000
76,valle del cauca,76113,BUGALAGRANDE,ESTACION DE SERVICIO ESSO LA BASCULA,MOBIL,KILÓMETRO 7 VÍA BUGA - BUENAVENTURA MEDIACANOA DE YOTOCO,GASOLINA CORRIENTE OXIGENADA,8670,1,2018-05-02T00:00:00.000
76,valle del cauca,76001,SANTIAGO DE CALI,OPECOM EDS VILLA DEL PRADO,TERPEL,CARRERA 5 No. 58A-11,GASOLINA CORRIENTE OXIGENADA,8600,1,2018-05-02T00:00:00.000
76,valle del cauca,76001,SANTIAGO DE CALI,SERVICENTRO ESSO NO 12 LA FLORESTA,MOBIL,CARRERA 15 No. 33H-44,GASOLINA CORRIENTE OXIGENADA,8880,1,2018-05-02T00:00:00.000
5,antioquia,5088,BELLO,ESTACION DE SERVICIO BAHIA CON CALLE 46,TERPEL,CALLE 46 No. 45-56,BIODIESEL EXTRA,8200,1,2018-05-02T00:00:00.000
5,antioquia,5001,MEDELLIN,ESTACION DE SERVICIO ESSO LOS ALAMOS NO 9,MOBIL,Carrera 52 No. 65 - 07,GASOLINA EXTRA OXIGENADA,11800,1,2018-05-02T00:00:00.000
76,valle del cauca,76364,JAMUNDI,ESTACION DE SERVICIO JAMUNDI,TERPEL,Km 15 via panamericana jamundi,GASOLINA EXTRA OXIGENADA,11750,1,2018-05-02T00:00:00.000
76,valle del cauca,76001,SANTIAGO DE CALI,EDS GUADALUPE,TEXACO,Calle 14b No. 53.130,GASOLINA EXTRA OXIGENADA,10990,1,2018-05-02T00:00:00.000
5,antioquia,5001,MEDELLIN,BREASCOL EDS TERPEL TERMINAL,TERPEL,CARRERA 64A No 78 - 55,GASOLINA EXTRA OXIGENADA,11860,1,2018-05-02T00:00:00.000
5,antioquia,5631,SABANETA,ESTACION DE SERVICIO TERPEL SABANETA,TERPEL,CARRERA 43A No. 61 SUR-114,GASOLINA EXTRA OXIGENADA,11070,1,2018-05-02T00:00:00.000
76,valle del cauca,76001,SANTIAGO DE CALI,OPECOM EDS  LAS DELICIAS,TERPEL,CALLE 44 No. 3-01,GASOLINA EXTRA OXIGENADA,11170,1,2018-05-02T00:00:00.000
76,valle del cauca,76834,TULUA,ESTACION DE SERVICIO EL TERMINAL,MOBIL,Carrera 20 No. 27 A 28,GASOLINA CORRIENTE OXIGENADA,9187,1,2018-05-02T00:00:00.000
76,valle del cauca,76520,PALMIRA,ESTACION DE SERVICIO LAS PALMERAS PALMIRA,MOBIL,Calle 42 No. 31-93,BIODIESEL EXTRA,8458,1,2018-05-02T00:00:00.000
76,valle del cauca,76001,SANTIAGO DE CALI,ESTACION DE SERVICIO SERVIEXPRESS,BIOMAX,CARRERA 5 60 235,GASOLINA EXTRA OXIGENADA,12000,1,2018-05-02T00:00:00.000
